	TeamName	Annotation
41402	Кот Валют	курс валют, , , , , , , , 
41403	Енот, why not?	error, , , , , , , , 
41404	Тормозное Диско	тормозная жидкость, , , , , , , , 
41405	Пять Наполеонов	торт Наполеон, , , , , , , , 
41406	8 друзей Оушена	8 подруг Оушена, , , , , , , , 
41407	Пиворожденный	новорождённый, , , , , , , , 
41408	Жилетка Вассермана, v.2.0	Вассерман, , , , , , , , 
41409	Казак и Разбойники	казаки-разбойники, , , , , , , , 
41410	Томский Гуманитарный Лицей	Томский государственный университет, , , , , , , , 
41411	Колени пингвина	клюв пингвина, , , , , , , , 
41412	Московский вентиляторный завод	Московский ювелирный завод, , , , , , , , 
41413	Радиоактивные люди	активные люди, , , , , , , , 
41414	Моzzl	мозги, , , , , , , , 
41415	Всё торчком	всё пучком, , , , , , , , 
41416	клин кЛИНом	клин клином, , , , , , , , 
41417	Рёмнем по Жоре	ремнём по пятой точке, , , , , , , , 
41418	Олд скул	олдскул, , , , , , , , 
41419	Сома посуди	сама посуди, , , , , , , , 
41420	Звездочки	звезда, , , , , , , , 
41421	Физик ядерщика	физик-ядерщик, , , , , , , , 
41422	Десять китайчат	10 китайцев, , , , , , , , 
41423	Междуморье	Междуречье, , , , , , , , 
41424	Лошадь в тумане	ёжик в тумане, , , , , , , , 
41425	Хоббитцы	хоббиты, , , , , , , , 
41426	Черешенка	черешня, , , , , , , , 
41427	Табебуйя	требуя, , , , , , , , 
41428	CALL OF stupiDUTY	call of duty, , , , , , , , 
41429	Империо не предлагать	империю не предлагать, , , , , , , , 
41430	Сообразим на 6х	сообразим на двоих, , , , , , , , 
41431	Накипь мозга	взрыв мозга, , , , , , , , 
41432	Авоська	авось, , , , , , , , 
41433	Бузотеры	бульдозер, , , , , , , , 
41434	Синяк судьбы	яйца судьбы, , , , , , , , 
41435	Пора по пабам	пора по барам, , , , , , , , 
41436	Парижанки	пирожные, , , , , , , , 
41437	Картошечка с грибами	картошка с грибами, , , , , , , , 
41438	Знаешь ди ты вдоль ночных дорог	знаешь ли ты вдоль ночных дорог, , , , , , , , 
41439	Код Бигемот	кот бегемот, , , , , , , , 
41440	Училки	учитель , , , , , , , , 
41441	Камбэк Флэшбэка	камбэк флешбек, , , , , , , , 
41442	Мурмурация монстров	университет монстров, , , , , , , , 
41443	Зубная Федя	зубная фея, , , , , , , , 
41444	Три Товарища	три весёлых друга, , , , , , , , 
41445	Винни Пух и все все все	винни-пух и его друзья, , , , , , , , 
41446	Матание копьём	испытание огнём, метание копья, , , , , , , 
41447	ООО ЧКО	очки, , , , , , , , 
41448	Друздья	друзья, Друзь, , , , , , , 
41449	Гены гигиены	гигиена, , , , , , , , 
41450	LOLskills	скилл, , , , , , , , 
41451	Brain-dance	брейк-данс, , , , , , , , 
41452	Гарри Поттер и Узник Самоизоляции	Гарри Поттер и узник Азкабана, , , , , , , , 
41453	легенды	легенды завтрашнего дня, , , , , , , , 
41454	А ну-ка девочки	а ну-ка заяц, погоди, , , , , , , , 
41455	АнаСтас	Анастасия, , , , , , , , 
41456	Smail'ики	смайлики, , , , , , , , 
41457	Танцы шманцы	танцы танцы, , , , , , , , 
41458	Солянка Дамблдора	солянка сборная, , , , , , , , 
41459	Верховный батончик	верховный барон, , , , , , , , 
41460	ЯтьНеОбьять	не объять, , , , , , , , 
41461	#непризолявсознание	не приходя в сознание, , , , , , , , 
41462	Хачапурьки	хачапури, , , , , , , , 
41463	Грячневый барон	барон, , , , , , , , 
41464	Игры разумы	игры разума, , , , , , , , 
41465	Железный Мегамозг	железный кулак, , , , , , , , 
41466	АПСНЫ	опасность, , , , , , , , 
41467	УмственноУсталые	умственно отсталая, , , , , , , , 
41468	Пилея	пилюля, , , , , , , , 
41469	ОК Гугл	OK, google, , , , , , , , 
41470	Квартет ы	квартет а, , , , , , , , 
41471	яМайка	Ямайка, , , , , , , , 
41472	СуперКарды!	супер кадр, , , , , , , , 
41473	СлабоумиеиОтвага	слабоумие и отвага, , , , , , , , 
41474	The Пенопласт	пенопласт, , , , , , , , 
41475	ПОПкорн Hub	попкорн, , , , , , , , 
41476	Аметисты	аметист, , , , , , , , 
41477	Сцена после тигров	сцена после титров, , , , , , , , 
41478	Чип-чип-чип-чип-и-дэйл	чип и Дейл спешат на помощь, , , , , , , , 
41479	Ребзя	ребята, , , , , , , , 
41480	Пёс Шрёдингера	кот Шредингера, , , , , , , , 
41481	Без ума от ума	без ума от тебя, , , , , , , , 
41482	На энтузиастах	на энтузиазме, , , , , , , , 
41483	Уйбанисты	урбанизация, , , , , , , , 
41484	Люди ДИ	люди икс, , , , , , , , 
41485	Тефтели разума	очаги разума, , , , , , , , 
41486	#FeelGood	I feel good, , , , , , , , 
41487	Династия Бдзынь	династия Романовых, , , , , , , , 
41488	Министерство Наномагии	министерство магии, , , , , , , , 
41489	МультиПульти	мультифрукт, , , , , , , , 
41490	Альцгеймеры	альцгеймер, , , , , , , , 
41491	Пельмешки	пельмени, , , , , , , , 
41492	Рассол и арахис	арахис с солью, , , , , , , , 
41493	Кружочки	кружок, , , , , , , , 
41494	Бублик от дырки!	бублики, , , , , , , , 
41495	Снегурочки	снегурочка, , , , , , , , 
41496	Кот Бергамот	кот бегемот, , , , , , , , 
41497	coronamedia	коронавирус, , , , , , , , 
41498	Котофей Иванович Бегемотиков	Котофей Котофеевич, , , , , , , , 
41499	The Strudels	the students, , , , , , , , 
41500	Палата No404	палата номер 6, , , , , , , , 
41501	Суд_Бредёт!	всем встать, суд идёт, , , , , , , , 
41502	БуферПедал	сабвуфер, , , , , , , , 
41503	ЛосьАнжелес	лос-анджелес, , , , , , , , 
41504	Великолепный Шторы	великолепная пятерка и вратарь, , , , , , , , 
41505	Кунг-Фу Панда-Мия	кунг-фу панда, pizza mia, , , , , , , 
41506	Уголёк	уголь, , , , , , , , 
41507	Человек-Железный человек	железный человек, , , , , , , , 
41508	Злой Гелий	злой гений, , , , , , , , 
41509	Hasta La Vista	hasta la vista, baby, , , , , , , , 
41510	Без динамики	без микрофона, , , , , , , , 
41511	Попытанго	попытка, , , , , , , , 
41512	МоLoko	молоко, , , , , , , , 
41513	Альфа Дрим	альфа-банк, , , , , , , , 
41514	Керогаз	керосин, , , , , , , , 
41515	Патамушта	потому что, , , , , , , , 
41516	F.R.I.E.N.D.S.	friends, , , , , , , , 
41517	отцетс	отец, , , , , , , , 
41518	Клёверы	клевер, , , , , , , , 
41519	Оууу ессс	oy, yes, , , , , , , , 
41520	Друзья маминой подруги	сын мамины подруги, , , , , , , , 
41521	Музики	Мурзик, музыка, , , , , , , 
41522	Уманетто	ума нет, , , , , , , , 
41523	KIFIR	кефир, , , , , , , , 
41524	Господа присяжные	присяжные заседатели, , , , , , , , 
41525	Эс как доллар	$, , , , , , , , 
41526	Здесь должна быть ваша реклама	здесь могла быть ваша реклама, , , , , , , , 
41527	Михаил Мун	Михаил Круг, , , , , , , , 
41528	Собаки бешенные	бешеные собаки, , , , , , , , 
41529	Салосасало	сало, , , , , , , , 
41530	Шаурма бесконечности	Мстители война бесконечности, , , , , , , , 
41531	Ной, не плачь	не ной, , , , , , , , 
41532	Скелеты шкафа Эйнштейна	Альберт Эйнштейн, , , , , , , , 
41533	Без сучка, но с задоринкой	без сучка и задоринки, , , , , , , , 
41534	Oh, my God!	Oh My God, , , , , , , , 
41535	Sub-Zero	саб-зиро, , , , , , , , 
41536	НезнайкиюЗаполярный	Незнайка на Луне, , , , , , , , 
41537	Нанодумать, бейби!	надо думать, , , , , , , , 
41538	ЛосьАнжелес с Глебом:)	лос-анджелес, , , , , , , , 
41539	Донтварибихэпи	Don't Worry Be Happy, , , , , , , , 
41540	Yeezy	easy, , , , , , , , 
41541	ПопакакуКим	попа как у Ким Кардашьян, , , , , , , , 
41542	Друзь и я	друзья, , , , , , , , 
41543	Позитивчик	позитив, , , , , , , , 
41544	Большие симки	большие груди, , , , , , , , 
41545	Бабангида	бригада, , , , , , , , 
41546	Трусы Шафран	шафран, , , , , , , , 
41547	Шапка Бро	шапка-невидимка, , , , , , , , 
41548	Все лучшее - йети	всё лучшее детям, , , , , , , , 
41549	Люди MIX	люди икс, , , , , , , , 
41550	Эдгар, которому По!	Эдгар, которому пофигу, , , , , , , , 
41551	Третий гласс	третий глаз, третий класс, , , , , , , 
41552	лучСолнца3	лучи солнца, , , , , , , , 
41553	Те, что были обещаны	то что было обещано, , , , , , , , 
41554	угол головы	удар головой, , , , , , , , 
41555	НеКюри	не кури, , , , , , , , 
41556	Candydate	кандидат, , , , , , , , 
41557	Эффект бобра	эффект колибри, , , , , , , , 
41558	"Клуб ""Винкс"""	Винкс, , , , , , , , 
41559	Твори раствор	мешай раствор, , , , , , , , 
41560	Авитаминоз	vitaminas, , , , , , , , 
41561	Всё, Пока!	ня, пока, , , , , , , , 
41562	Нога судьбы	яйца судьбы, , , , , , , , 
41563	Еда-СинемА	синема парк, , , , , , , , 
41564	Любовь до HOLDа	любовь до гроба, , , , , , , , 
41565	Клянусь мамой Гиппократа!	клянусь клятвой Гиппократа, , , , , , , , 
41566	Джентельмены неудачи	джентльмены удачи, , , , , , , , 
41567	ХуРма	хурма, , , , , , , , 
41568	Могучие грейнджеры	могучие рейнджеры, , , , , , , , 
41569	Папины дети в море Хуана	папины дочки, , , , , , , , 
41570	ЛапушкиНелопушки	хлопушки, , , , , , , , 
41571	Бой в ленью	бой с тенью, , , , , , , , 
41572	А нам ЧО	а нам что, , , , , , , , 
41573	Гадючки	гадюка, , , , , , , , 
41574	Город детства	город грехов, , , , , , , , 
41575	Angel Di Maria	Анхель Ди Мария, , , , , , , , 
41576	Breaking team	breakfast, , , , , , , , 
41577	Просто Эйфьядлайокюдль	эйяфьятлайокудль, , , , , , , , 
41578	Бейонсы	beyonce, , , , , , , , 
41579	ДетиКапитана	дети капитана гранта, , , , , , , , 
41580	О'Лень!	олень, , , , , , , , 
41581	Полнейший Шмебьюлок	полный переполох, , , , , , , , 
41582	Физик Ядерщика	физик-ядерщик, , , , , , , , 
41583	Pikingli	speak english, , , , , , , , 
41584	Мысli	мысли, , , , , , , , 
41585	Бенгальские шторы	бенгальские огни, , , , , , , , 
41586	Веселая Компашка	весёлая компания, , , , , , , , 
41587	8 друзей Ложкина	8 подруг Оушена, , , , , , , , 
41588	Хрюндики	Риддик, , , , , , , , 
41589	АВОСЬка идет по следу	авось, , , , , , , , 
41590	Полный Zoppas	полная пятая точка, , , , , , , , 
41591	Голубь и Зимний салат	зимний солдат, , , , , , , , 
41592	Круглый параллелепипед	параллелепипед, , , , , , , , 
41593	Драный крот	драный кот, , , , , , , , 
41594	Чайники Апокалипсиса	апокалипсис, , , , , , , , 
41595	Чайники аппокалипсиса	апокалипсис, , , , , , , , 
41596	М@TRЁSHKИ	матрёшки, , , , , , , , 
41597	Я и миньоны	Миньоны, , , , , , , , 
41598	Умнетто	шуманит, , , , , , , , 
41599	Алиби.NET	алиби нет, , , , , , , , 
41600	Немцы в Коми	коми-пермяки, , , , , , , , 
41601	#ДавайСоМной	давай со мной, , , , , , , , 
41602	Тюленчики	тюлень, , , , , , , , 
41603	Верховеый батончик	верховный барон, , , , , , , , 
41604	Шнурки, маринованные в Омуте	маринованные огурцы помидоры, , , , , , , , 
41605	Окно просветления	кольцо всевластия, , , , , , , , 
41606	Принц -полуморковка	принц полукровка, , , , , , , , 
41607	Черно-белые 2.0	черно-белый, , , , , , , , 
41608	Пёс Шрёдингера	кот шредингера, , , , , , , , 
41609	Оуу май	 - , , , , , , , , 
41610	"""Дуэт 42"""	 -, , , , , , , , 
41611	10 Б	 -, , , , , , , , 
41612	Улыбка	 -, , , , , , , , 
41613	Ленин и Иети	 - , , , , , , , , 
41614	Сексест	сексист, , , , , , , , 
41615	Супергерой Мальчик-Ученый.	 -, , , , , , , , 
41616	Допьём и пойдём!	 -, , , , , , , , 
41617	Zip Zip	zippo, , , , , , , , 
41618	Юра, мы всё...	юра, мы все потеряли, , , , , , , , 
41619	Looney tunes	 - , , , , , , , , 
41620	Vladimgroup	 - , , , , , , , , 
41621	Бывшие спортсменок	бывшие спортсменки, , , , , , , , 
41622	Баланс Белого	 -, , , , , , , , 
41623	Иван Васильевич меняет Страховую Компанию	иван васильевич меняет профессию, , , , , , , , 
41624	МИД (Мы из джаза)	Министерство иностранных дел, , , , , , , , 
41625	Все врут	 -, , , , , , , , 
41626	Сборная Союзпечати	 -, , , , , , , , 
41627	Семь-восемь	 -, , , , , , , , 
41628	АБВГДейка	 -, , , , , , , , 
41629	Солянка друзей	 -, , , , , , , , 
41630	Отряд смехоубийц	отряд самоубийц, , , , , , , , 
41631	Масло, вводы, два отвода	 - , , , , , , , , 
41632	Куриные щи	 -, , , , , , , , 
41633	Ein Eichhörnchen	 - , , , , , , , , 
41634	Чайкубы	суккубы, , , , , , , , 
41635	Ролевые негры	 -, , , , , , , , 
41636	Иррудиты	эрудиты, , , , , , , , 
41637	Мыженегугл	 -, , , , , , , , 
41638	Мимо проходили	 -, , , , , , , , 
41639	Малиновый подсолнух	 -, , , , , , , , 
41640	Мать дочери ведущего	сын маминой подруги, , , , , , , , 
41641	Конина, томлёная в коньяке	 -, , , , , , , , 
41642	Duck hunt	 -, , , , , , , , 
41643	Цыпы и ути	 -, , , , , , , , 
41644	Чевапчичи для всех	 -, , , , , , , , 
41645	Смартики	умники, , , , , , , , 
41646	Оливье	 -, , , , , , , , 
41647	Интеллектуальная сельдь	 -, , , , , , , , 
41648	Пакет с пакетами	 -, , , , , , , , 
41649	Для массовки	 -, , , , , , , , 
41650	Кеда-тапочка	 -, , , , , , , , 
41651	особое_мнение	 -, , , , , , , , 
41652	Азат Жумабукович	 -, , , , , , , , 
41653	Аарон - ум, честь и совесть Моисеевича!	 -, , , , , , , , 
41654	Рефлексирующие гадонисты	 - , , , , , , , , 
41655	Лучшие	 -, , , , , , , , 
41656	Русское поле экспериментов	 -, , , , , , , , 
41657	Пинки и  Брейн	 -, , , , , , , , 
41658	Интеллектуал нач аокашня	интеллектуальная алкашня, , , , , , , , 
41659	ТеплоГазМяс	 -, , , , , , , , 
41660	У нас все доа	у нас все хорошо, , , , , , , , 
41661	Проще пареной Пеппы	проше пареной репы, , , , , , , , 
41662	Магазинчик Бо	 -, , , , , , , , 
41663	5 подруг Гермионы	8 подруг оушена, , , , , , , , 
41664	Ассоциация П.Е.Н.А.	 - , , , , , , , , 
41665	Король, говори!	 -, , , , , , , , 
41666	За Месси замесим	 -, , , , , , , , 
41667	50 градусов	 -, , , , , , , , 
41668	Smart Is the new Sexy	 -, , , , , , , , 
41669	Магический Семён	 -, , , , , , , , 
41670	Русский железнобрюх	 -, , , , , , , , 
41671	Гусевские хомяки	 -, , , , , , , , 
41672	Мозгуновым чисто по	 -, , , , , , , , 
41673	Сборная Наян	 -, , , , , , , , 
41674	"Убийство Солянкой в ""Восточном экспрессе"""	убийство в восточном экспрессе, , , , , , , , 
41675	Лапоть самосознания	 -, , , , , , , , 
41676	Надо подумать	 -, , , , , , , , 
41677	РС(ПиСи) и его квадратный трёхчлен	 -, , , , , , , , 
41678	Мищ Ушатэк	 -, , , , , , , , 
41679	Фантастическая семерка	фантастическая четверка, , , , , , , , 
41680	Друзья маминой подруги	сын маминой подруги, , , , , , , , 
41681	Оууесс	 - , , , , , , , , 
41682	Моральные ласки	оральные ласки, , , , , , , , 
41683	Это нам не задавали...	 -, , , , , , , , 
41684	Ролевые игры	 -, , , , , , , , 
41685	Антананариву	 -, , , , , , , , 
41686	Doctor Pi	доктор пеппер, , , , , , , , 
41687	Клевые пельмени	уральские пельмени, , , , , , , , 
41688	Party Parrots	 -, , , , , , , , 
41689	Парижанки	 -, , , , , , , , 
41690	Это Лондон, детка!	 -, , , , , , , , 
41691	Внуки Винни-Пуха	 -, , , , , , , , 
41692	Молекула Компота	 -, , , , , , , , 
41693	НеКюри	 -, , , , , , , , 
41694	Сладкий бубалех	 -, , , , , , , , 
41695	Disciples	 -, , , , , , , , 
41696	Толик Дукалис	 -, , , , , , , , 
41697	ПИК	 -, , , , , , , , 
41698	Черный Воронок	 -, , , , , , , , 
41699	Давно не виделись	 -, , , , , , , , 
41700	Гречневый барон	гречневый батон, , , , , , , , 
41701	Мафия города	 -, , , , , , , , 
41702	Восемь человек	 -, , , , , , , , 
41703	Синяя Яма	 синяя бездна, , , , , , , , 
41704	Smail'ики	смайлики, , , , , , , , 
41705	Щелчок	 -, , , , , , , , 
41706	В водопаде аж два О	 -, , , , , , , , 
41707	Бета Версия	 -, , , , , , , , 
41708	ГаннибалЛекарь	 ганнибал лектор, , , , , , , , 
41709	Годzzzилла	годзилла, , , , , , , , 
41710	Трое в масках не считая собаки	трое в лодке не считая собаки, , , , , , , , 
41711	Есть ЧЁ?	 -, , , , , , , , 
41712	Хьюстон!	 -, , , , , , , , 
41713	Оууу есс	 -, , , , , , , , 
41714	Аксакальник	 -, , , , , , , , 
41715	Brain drain	 -, , , , , , , , 
41716	Команда которая дала взятку	 -, , , , , , , , 
41717	ВЫигрыватель	проигрыватель, , , , , , , , 
41718	Синий кактус	 -, , , , , , , , 
41719	Мы не с НАТО	мы из нато, , , , , , , , 
41720	Платонический бетон	 -, , , , , , , , 
41721	YES ladies in dress	 -, , , , , , , , 
41722	Ща всё будет	 -, , , , , , , , 
41723	Без босса	 -, , , , , , , , 
41724	Кожугетовый ансамбль	 -, , , , , , , , 
41725	Клинический ВосТорг	клинический психоз, , , , , , , , 
41726	В десятку	 -, , , , , , , , 
41727	Блиц - скорость без границ	 -, , , , , , , , 
41728	Собаки Павлова	собака павлова, , , , , , , , 
41729	Чипсеки и шоколадки	 -, , , , , , , , 
41730	Мистер Харви Спектр	 -, , , , , , , , 
41731	Привет, Siri!	 -, , , , , , , , 
41732	Ракамакафо!	 -, , , , , , , , 
41733	Lost in Translation	 -, , , , , , , , 
41734	Мы университетов не кончали	мы университеты не заканчивали, , , , , , , , 
41735	Страшшшно умные	страшно умные, , , , , , , , 
41736	Цейтнот	 -, , , , , , , , 
41737	Снежные отношения 3-4 апреля	сложные отношения, , , , , , , , 
41738	КУРИНЫЕ ЩИ	 -, , , , , , , , 
41739	Неуловимый Джо	 -, , , , , , , , 
41740	СкуВидло	 -, , , , , , , , 
41741	Циркумфлекс	 -, , , , , , , , 
41742	ЯсноПонятно	 -, , , , , , , , 
41743	Электровеники	 -, , , , , , , , 
41744	Сериалолюбы	сериаломаны, , , , , , , , 
41745	Множественный сарказм	 -, , , , , , , , 
41746	Пионерские трубы горят	 -, , , , , , , , 
41747	Короли кэшбека	 -, , , , , , , , 
41748	Так исторически сложилось	 -, , , , , , , , 
41749	Радио Сибирь	 -, , , , , , , , 
41750	Фантазеры	 -, , , , , , , , 
41751	For Fmilia	 -, , , , , , , , 
41752	И это печалька	 -, , , , , , , , 
41753	Самый лучший день	 -, , , , , , , , 
41754	СКАТ	 -, , , , , , , , 
41755	Dr.Flusoff	 -, , , , , , , , 
41756	Грячневый барон	гречневый батон, , , , , , , , 
41757	Чарлик и шоколадная фабрика	чарли и шоколадная фабрика, , , , , , , , 
41758	Жак Ширак	 -, , , , , , , , 
41759	Переплёт	 -, , , , , , , , 
41760	Пришли Выпить и Пострелять	 -, , , , , , , , 
41761	Долина недопитого киселя	 -, , , , , , , , 
41762	Сером по имиджу	 -, , , , , , , , 
41763	Ухи Винни Пуха	винни пух, , , , , , , , 
41764	Волшебный тыгыдык	 -, , , , , , , , 
41765	Caturday	Saturday, , , , , , , , 
41766	ЖЪЖЖЪЬ	 -, , , , , , , , 
41767	Кисоньки Амбридж	 -, , , , , , , , 
41768	Нанотролли	тролли, , , , , , , , 
41769	Вакуумные куры и один кур	 -, , , , , , , , 
41770	Нелогичные	 -, , , , , , , , 
41771	PokerFace	 -, , , , , , , , 
41772	Гоген Богданович	 -, , , , , , , , 
41773	Домашние забавы	 -, , , , , , , , 
41774	Мастер Сварщик	 -, , , , , , , , 
41775	НичОси!	 ничего себе, , , , , , , , 
41776	НезнайкиюЗаполярный	незнайка, , , , , , , , 
41777	50 оттенков логики	50 оттенков серого, , , , , , , , 
41778	Табалуга	 -, , , , , , , , 
41779	Абдулла, поджигай	 -, , , , , , , , 
41780	Мемсестры	медсестры, , , , , , , , 
41781	Смузихлёбы	 -, , , , , , , , 
41782	Без Шансов	 -, , , , , , , , 
41783	Hasta la vista	 -, , , , , , , , 
41784	Хамелеон	 -, , , , , , , , 
41785	PostФактум	 -, , , , , , , , 
41786	Лига справедливости	 -, , , , , , , , 
41787	Рабочее название	 -, , , , , , , , 
41788	Снегурочки	 -, , , , , , , , 
41789	Коллайдер	 -, , , , , , , , 
41790	Status#ЕКБ	 -, , , , , , , , 
41791	Бескультурная гегемония	 -, , , , , , , , 
41792	Леди Ди	леди гага, , , , , , , , 
41793	КеНГурята	кенгурята, , , , , , , , 
41794	Deltaплан	дельтаплан, , , , , , , , 
41795	Пивной день	 -, , , , , , , , 
41796	Приключения электроника	 -, , , , , , , , 
41797	Ходячие огурцы	 -, , , , , , , , 
41798	Валли и К	валли, , , , , , , , 
41799	Свирепый груздь	 -, , , , , , , , 
41800	Борщ Мягкобулкин	 -, , , , , , , , 
41801	#доббидома	 -, , , , , , , , 
41802	Конвульсии святого Георгия	 -, , , , , , , , 
41803	Скрежет Зу	 -, , , , , , , , 
41804	Who eti people? Where are my veshchi?	 -, , , , , , , , 
41805	Kauniit ja Rohkeat	 -, , , , , , , , 
41806	Жилетка Вассермана	 -, , , , , , , , 
41807	Все ушли, а мы остались	все уйдут, а я останусь, , , , , , , , 
41808	Любители здравого В смысле?!	любители здравого смысла, , , , , , , , 
41809	Многочлен	 -, , , , , , , , 
41810	Чапай жив!	 -, , , , , , , , 
41811	Ад и ЭКГ	 -, , , , , , , , 
41812	Усы Рикки Мартина	рик и морти, , , , , , , , 
41813	Только из горла	 -, , , , , , , , 
41814	Дантисты	 -, , , , , , , , 
41815	Елен и Бригада	 -, , , , , , , , 
41816	Soulmates	 -, , , , , , , , 
41817	Истинные персики	 -, , , , , , , , 
41818	Авитаминоз	 -, , , , , , , , 
41819	8-БИТ	 -, , , , , , , , 
41820	Абдулла, поджигай!	 -, , , , , , , , 
41821	Принято к сведению	 -, , , , , , , , 
41822	Это нам не задавали	 -, , , , , , , , 
41823	Альцгеймеры	альцгеймер, , , , , , , , 
41824	Министерство длинных названий в действии	 -, , , , , , , , 
41825	Безбудки	незабудки, , , , , , , , 
41826	Клуб по интересам	 -, , , , , , , , 
41827	Lucky Production	 -, , , , , , , , 
41828	К Черту логику	 -, , , , , , , , 
41829	Гоший глаз	кошачий глаз, , , , , , , , 
41830	Сегодня вечером	 -, , , , , , , , 
41831	Шизольда	изольда, , , , , , , , 
41832	Mira,ilis Futurum	 -, , , , , , , , 
41833	Генерал крокодилдо	 крокодил, , , , , , , , 
41834	Гофромены	 -, , , , , , , , 
41835	"Эдгар ПО ""БЕДА на улице Морг"""	 -, , , , , , , , 
41836	Бэк ин ЮЭСЭСА	 -, , , , , , , , 
41837	8 horse power	girl power, , , , , , , , 
41838	Маша вкусно матерится	маша вкусно готовит, , , , , , , , 
41839	Пуща Брежнева	 -, , , , , , , , 
41840	Два Птеродактиля	 -, , , , , , , , 
41841	Пора уже выиграть	 - , , , , , , , , 
41842	Здрасьте	 -, , , , , , , , 
41843	Миэль	 -, , , , , , , , 
41844	Внебрачные дети Сахарова	 -, , , , , , , , 
41845	Lady in red	 -, , , , , , , , 
41846	ЛЕУНДЕЖ! Даздрашнуриом!	 -, , , , , , , , 
41847	Тёмные лошадки	темная лошадка , , , , , , , , 
41848	Ничего общего с сутулыми собакми	 -, , , , , , , , 
41849	Волшебная палочка Дамблдора	 -, , , , , , , , 
41850	На дивание мы тупеем	 -, , , , , , , , 
41851	Большой вопрос	 -, , , , , , , , 
41852	Один раз не Дима Билан	 -, , , , , , , , 
41853	оооуу ессс	 -, , , , , , , , 
41854	Санек и компания	 -, , , , , , , , 
41855	Хохотушки и Ко	 -, , , , , , , , 
41856	Настасья Филипповна	 -, , , , , , , , 
41857	потому что гладиолус	 -, , , , , , , , 
41858	Болты	 -, , , , , , , , 
41859	Табебуйя	 -, , , , , , , , 
41860	Железный банк Аарона Моисеевича	 -, , , , , , , , 
41861	Мрачная цифровая трансформация	 -, , , , , , , , 
41862	Лакидос	 -, , , , , , , , 
41863	ТриС_понаехалис_АС	 -, , , , , , , , 
41864	Исподвыподверта	 -, , , , , , , , 
41865	The best ones	 -, , , , , , , , 
41866	Коричневая экселька	 -, , , , , , , , 
41867	ИМПУЛЬС	 -, , , , , , , , 
41868	Generatton П	 -, , , , , , , , 
41869	Несносный осмий	 -, , , , , , , , 
41870	Назад в будущее	 - , , , , , , , , 
41871	Три девицы под вином	три девицы под окном, , , , , , , , 
41872	От бедра!	 -, , , , , , , , 
41873	Одной не хватило	 -, , , , , , , , 
41874	СколопендрА	сколопендра, , , , , , , , 
41875	Опер упал намоченный	опер уполномоченный, , , , , , , , 
41876	Свингеры	 -, , , , , , , , 
41877	Удача	 -, , , , , , , , 
41878	Друзь тоже ошибается	 -, , , , , , , , 
41879	Game On	 -, , , , , , , , 
41880	Просто Эйфьядлайокюдль	 -, , , , , , , , 
41881	The Hateful Seven	 -, , , , , , , , 
41882	Эталон игристрго	бокал игристого, , , , , , , , 
41883	Неевреи	евреи, , , , , , , , 
41884	Гидра всех победит	 -, , , , , , , , 
41885	Оk, Google!	 -, , , , , , , , 
41886	Мимокрокодил	мимо проходил, , , , , , , , 
41887	ДиСиТи	 -, , , , , , , , 
41888	Джон Сноу	 -, , , , , , , , 
41889	ЖК Садовый Квартал	 -, , , , , , , , 
41890	Енот, Why Not?	 -, , , , , , , , 
41891	Вассерман с AllExpress	 -, , , , , , , , 
41892	Потри мою лампу	 -, , , , , , , , 
41893	о крошка	 -, , , , , , , , 
41894	Мы слишком близко к китам!	 -, , , , , , , , 
41895	Qwerty	 -, , , , , , , , 
41896	Хаккуна макака	хакуна матата, , , , , , , , 
41897	Жё м'апель Клод	 -, , , , , , , , 
41898	Бах	 -, , , , , , , , 
41899	Пыльные гантели	 -, , , , , , , , 
41900	Любовь до HOLDа	любовь до гроба, , , , , , , , 
41901	Метание копьем	метание копья, , , , , , , , 
41902	Дискавери	 -, , , , , , , , 
41903	Бяки-Буки	 -, , , , , , , , 
41904	Вспомнить все!	 -, , , , , , , , 
41905	СлабоумиеиОтвага	отвага и слабоумие, , , , , , , , 
41906	Эверкод	 -, , , , , , , , 
41907	Внебрачные дети декантера	 -, , , , , , , , 
41908	Slurm Factory	 -, , , , , , , , 
41909	Все отлично	 -, , , , , , , , 
41910	Holy Smokes	holy shit, , , , , , , , 
41911	Позитив молодого прапора	 -, , , , , , , , 
41912	Unicorn project	 -, , , , , , , , 
41913	Okay Google	 -, , , , , , , , 
41914	Perpetuum debile	 -, , , , , , , , 
41915	Оставайся мальчик с нами	 -, , , , , , , , 
41916	KabaNostra	 -, , , , , , , , 
41917	Нервные люди	 -, , , , , , , , 
41918	Макарена	 -, , , , , , , , 
41919	Мозголомы	 -, , , , , , , , 
41920	Фараденза	 -, , , , , , , , 
41921	Володя 2 - 0 МегаМозг	 -, , , , , , , , 
41922	РоРо-ПеПе	 -, , , , , , , , 
41923	Сила жизни	 -, , , , , , , , 
41924	Запах Гари	 -, , , , , , , , 
41925	ДОС (друзья объединённые славой)	 -, , , , , , , , 
41926	Усы Альбуса	 -, , , , , , , , 
41927	Проверены бременем	проверены временем, , , , , , , , 
41928	PingWirus	пингвин, , , , , , , , 
41929	Два птеродактиля	 -, , , , , , , , 
41930	Нога судьбы	перст судьба, , , , , , , , 
41931	Хоббитцы	хоббиты, , , , , , , , 
41932	Yupi!	 -, , , , , , , , 
41933	Бешеные хомячки	 -, , , , , , , , 
